image_name,X,Y
img/Abstract-Geo_Print_Mini_Skirt/img_00000001.jpg,-13.011407,7.9742775
img/Abstract-Geo_Print_Mini_Skirt/img_00000002.jpg,10.701626,6.1964297
img/Abstract-Geo_Print_Mini_Skirt/img_00000004.jpg,5.4959826,-6.730961
img/Abstract-Geo_Print_Mini_Skirt/img_00000005.jpg,-13.011323,7.974096
img/Abstract-Geo_Print_Mini_Skirt/img_00000006.jpg,-13.011323,7.974096
img/Abstract-Geo_Print_Mini_Skirt/img_00000007.jpg,12.754264,4.1427064
img/Abstract-Geo_Print_Mini_Skirt/img_00000008.jpg,-13.011385,7.9744277
img/Abstract-Geo_Print_Mini_Skirt/img_00000009.jpg,-13.011323,7.974096
img/Abstract-Geo_Print_Mini_Skirt/img_00000010.jpg,-7.095425,4.7968144
img/Abstract-Geo_Print_Mini_Skirt/img_00000011.jpg,-7.0954404,4.79681
img/Abstract-Geo_Print_Mini_Skirt/img_00000013.jpg,18.032515,7.351695
img/Abstract-Geo_Print_Mini_Skirt/img_00000015.jpg,11.595353,2.595805
img/Abstract-Geo_Print_Mini_Skirt/img_00000016.jpg,-7.0954437,4.7967305
img/Abstract-Geo_Print_Mini_Skirt/img_00000017.jpg,-13.011283,7.9739137
img/Abstract-Geo_Print_Mini_Skirt/img_00000018.jpg,10.701587,6.1965017
img/Abstract-Geo_Print_Mini_Skirt/img_00000019.jpg,-12.209399,3.9534473
img/Abstract-Geo_Print_Mini_Skirt/img_00000020.jpg,-13.011112,7.974622
img/Abstract-Geo_Print_Mini_Skirt/img_00000021.jpg,5.502651,-6.7298307
img/Abstract-Geo_Print_Mini_Skirt/img_00000022.jpg,-7.097044,4.7967825
img/Abstract-Geo_Print_Mini_Skirt/img_00000023.jpg,-13.011112,7.974622
img/Abstract-Geo_Print_Mini_Skirt/img_00000024.jpg,-13.011112,7.974622
img/Abstract-Geo_Print_Mini_Skirt/img_00000025.jpg,-13.011112,7.974622
img/Abstract-Geo_Print_Mini_Skirt/img_00000026.jpg,-13.011112,7.974622
img/Abstract-Geo_Print_Mini_Skirt/img_00000028.jpg,10.701626,6.1964297
img/Abstract-Geo_Print_Mini_Skirt/img_00000029.jpg,-0.10118346,11.967391
img/Abstract-Geo_Print_Mini_Skirt/img_00000030.jpg,-13.011112,7.974622
img/Abstract-Geo_Print_Mini_Skirt/img_00000031.jpg,-9.465721,0.26886642
img/Abstract-Geo_Print_Mini_Skirt/img_00000032.jpg,-7.0954366,4.796729
img/Abstract-Geo_Print_Mini_Skirt/img_00000033.jpg,9.906563,1.8512053
img/Abstract-Geo_Print_Mini_Skirt/img_00000034.jpg,-10.992232,-12.845843
img/Abstract-Geo_Print_Mini_Skirt/img_00000035.jpg,5.5026517,-6.72983
img/Abstract-Geo_Print_Mini_Skirt/img_00000036.jpg,-7.0954456,4.7967305
img/Abstract-Geo_Print_Mini_Skirt/img_00000037.jpg,6.0725613,14.760369
img/Abstract-Geo_Print_Mini_Skirt/img_00000038.jpg,-10.992232,-12.845842
img/Abstract-Geo_Print_Mini_Skirt/img_00000039.jpg,-10.992233,-12.845843
img/Abstract-Geo_Print_Mini_Skirt/img_00000040.jpg,-7.0954475,4.7967253
img/Abstract-Geo_Print_Mini_Skirt/img_00000041.jpg,-10.992233,-12.845842
img/Abstract-Geo_Print_Mini_Skirt/img_00000042.jpg,-13.011284,7.9739137
img/Abstract-Geo_Print_Mini_Skirt/img_00000043.jpg,-7.095429,4.7967267
img/Abstract-Geo_Print_Mini_Skirt/img_00000044.jpg,-13.011284,7.9739137
img/Abstract-Geo_Print_Mini_Skirt/img_00000045.jpg,-13.011284,7.973913
img/Abstract-Geo_Print_Mini_Skirt/img_00000046.jpg,-10.997143,-12.847106
img/Abstract-Geo_Print_Mini_Skirt/img_00000047.jpg,-7.0954323,4.796729
img/Abstract-Geo_Print_Mini_Skirt/img_00000049.jpg,-7.095435,4.7967224
img/Abstract_Brushstroke_Print_Pencil_Skirt/img_00000001.jpg,-6.6352377,-9.048433
img/Abstract_Brushstroke_Print_Pencil_Skirt/img_00000002.jpg,2.2959971,2.638544
img/Abstract_Brushstroke_Print_Pencil_Skirt/img_00000003.jpg,6.048588,-17.903116
img/Abstract_Brushstroke_Print_Pencil_Skirt/img_00000004.jpg,-1.3593972,-3.6671925
img/Abstract_Brushstroke_Print_Pencil_Skirt/img_00000005.jpg,-6.63532,-9.046372
img/Abstract_Brushstroke_Print_Pencil_Skirt/img_00000006.jpg,-17.1278,5.3197227
img/Abstract_Brushstroke_Print_Pencil_Skirt/img_00000007.jpg,-4.346437,-6.8115807
img/Abstract_Brushstroke_Print_Pencil_Skirt/img_00000008.jpg,-3.8644593,10.234908
img/Abstract_Brushstroke_Print_Pencil_Skirt/img_00000009.jpg,-6.6338553,-9.047554
img/Abstract_Brushstroke_Print_Pencil_Skirt/img_00000010.jpg,3.6115606,-17.199877
img/Abstract_Brushstroke_Print_Pencil_Skirt/img_00000011.jpg,-0.79170674,8.575147
img/Abstract_Brushstroke_Print_Pencil_Skirt/img_00000012.jpg,-19.234272,-0.76254904
img/Abstract_Brushstroke_Print_Pencil_Skirt/img_00000014.jpg,-6.6338325,-9.047571
img/Abstract_Brushstroke_Print_Pencil_Skirt/img_00000015.jpg,6.1461177,13.437008
img/Abstract_Brushstroke_Print_Pencil_Skirt/img_00000017.jpg,-6.635234,-9.048436
img/Abstract_Brushstroke_Print_Pencil_Skirt/img_00000018.jpg,-6.633859,-9.04755
img/Abstract_Brushstroke_Print_Pencil_Skirt/img_00000019.jpg,-8.726694,-11.208257
img/Abstract_Brushstroke_Print_Pencil_Skirt/img_00000020.jpg,-13.011207,7.9751515
img/Abstract_Brushstroke_Print_Pencil_Skirt/img_00000021.jpg,-6.63148,-9.054976
img/Abstract_Brushstroke_Print_Pencil_Skirt/img_00000022.jpg,1.3181369,1.9550961
img/Abstract_Brushstroke_Print_Pencil_Skirt/img_00000023.jpg,2.296002,2.6385427
img/Abstract_Brushstroke_Print_Pencil_Skirt/img_00000025.jpg,-10.991335,-12.848045
img/Abstract_Brushstroke_Print_Pencil_Skirt/img_00000027.jpg,-6.637841,-9.066467
img/Abstract_Brushstroke_Print_Pencil_Skirt/img_00000028.jpg,-6.6354294,-9.046613
img/Abstract_Brushstroke_Print_Pencil_Skirt/img_00000029.jpg,2.2960076,2.638541
img/Abstract_Brushstroke_Print_Pencil_Skirt/img_00000030.jpg,2.2960134,2.6385434
img/Abstract_Brushstroke_Print_Pencil_Skirt/img_00000031.jpg,2.2959967,2.6385424
img/Abstract_Brushstroke_Print_Pencil_Skirt/img_00000033.jpg,-10.99106,-12.847856
img/Abstract_Brushstroke_Print_Pencil_Skirt/img_00000034.jpg,-6.9200354,-11.034313
img/Abstract_Brushstroke_Print_Pencil_Skirt/img_00000035.jpg,-6.633853,-9.047605
img/Abstract_Frond_Print_Skirt/img_00000001.jpg,-10.99106,-12.847856
img/Abstract_Frond_Print_Skirt/img_00000002.jpg,-15.818046,1.3255742
img/Abstract_Frond_Print_Skirt/img_00000003.jpg,-10.991336,-12.848045
img/Abstract_Frond_Print_Skirt/img_00000004.jpg,-10.99106,-12.847856
img/Abstract_Frond_Print_Skirt/img_00000005.jpg,-1.9188275,-8.217976
img/Abstract_Frond_Print_Skirt/img_00000006.jpg,-10.991061,-12.847856
img/Abstract_Frond_Print_Skirt/img_00000007.jpg,-12.018478,-0.62861055
img/Abstract_Frond_Print_Skirt/img_00000008.jpg,-10.991061,-12.847856
img/Abstract_Frond_Print_Skirt/img_00000009.jpg,-10.99685,-12.846741
img/Abstract_Frond_Print_Skirt/img_00000010.jpg,-10.991061,-12.847856
img/Abstract_Frond_Print_Skirt/img_00000011.jpg,-10.991061,-12.847856
img/Abstract_Frond_Print_Skirt/img_00000012.jpg,9.102475,16.04642
img/Abstract_Frond_Print_Skirt/img_00000013.jpg,13.808178,15.28234
img/Abstract_Frond_Print_Skirt/img_00000014.jpg,-10.991061,-12.847856
